,Energy (IYE),Financials (IYF),Technology (IYW),Real Estate (IYR),Healthcare (IYH),Consumer Staples (IYK), Aerospace/Defense (ITA),Construction (ITB),Utilities (IDU), Pharmaceuticals (IHE)
Daily RSI,51.25,55.79,54.91,52.31,62.92,68.0,51.47,71.41,61.6,59.71
